"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q65","QID1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q30","Q29","Q28","AB1","AB3","AB4","AB5","AB8","AB10","AB11","V14","V16","V17","V19","V21","V22","D25","D26","D28","D31","D32","D34","D35","Q67","Q68","Q69","Q70","Q71","Q63","Q64","Q54","Q65.1","Q64.1","Q63.1","Q62","Q80","Q83","Q82","Q81","Q66","Q68.1","Q78","Q71.1","Q77","Q74","Q69.1","Q70.1","Q67.1","opp","gc","term","cintid","ProjectToken","gid","sname","TolunaEnc","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","Q_CHL","GeoIP","careless_long","irv","irv2","flag"
"123",125,"2021-10-11 07:49:30","2021-10-11 07:54:15",0,"107.194.33.107",100,284,1,"2021-10-11 07:54:16","R_9M3ns2IYIXAv8id",NA,NA,NA,NA,34.2664031982422,-77.8613967895508,"anonymous","EN",4,4,6,3,2,4,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,3,4,6,2,5,5,5,4,5,6,6,6,6,5,6,6,5,5,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,4,2,1,"Staffing Manager ",2,5,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1c0527f6-57e1-f293-5e42-102e09342f1b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,284,"anonymous",NA,6,1.5,0.577350269189626,"Flagged"
"124",126,"2021-10-11 07:50:18","2021-10-11 07:54:18",0,"129.186.192.160",100,240,1,"2021-10-11 07:54:18","R_2DYWGkPvplyzTyJ",NA,NA,NA,NA,42.0514068603516,-93.690803527832,"anonymous","EN",4,5,6,4,4,4,4,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,6,5,5,5,3,5,5,6,5,6,5,5,5,5,6,5,5,5,2,5,5,1,4,5,5,5,5,4,5,5,4,2,1,2,2,"Manager",2,2,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c217facd-4f25-27aa-4c79-cd3c69facb21","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,240,"anonymous",NA,4,1,1.5,"Flagged"
"125",127,"2021-10-11 07:45:38","2021-10-11 07:54:18",0,"99.124.219.14",100,520,1,"2021-10-11 07:54:18","R_33rpqcUBbUtj53D",NA,NA,NA,NA,35.3249969482422,-81.8460006713867,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,6,5,5,5,4,6,4,5,6,5,4,4,3,6,5,2,2,2,2,5,3,2,4,4,5,5,5,5,4,5,5,5,5,5,5,5,2,5,4,2,3,5,5,3,2,1,1,1,1,6,10,1,5,"Cleaning",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"a22ebdbb-0306-5a63-750f-8a0588126757","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,520,"anonymous",NA,7,0.957427107756338,NA,"use"
"126",128,"2021-10-11 07:47:22","2021-10-11 07:54:19",0,"174.205.196.220",100,417,1,"2021-10-11 07:54:20","R_12ul9BRIgogKcrq",NA,NA,NA,NA,33.49169921875,-111.983703613281,"anonymous","EN",4,3,2,1,1,3,3,3,3,2,3,3,7,6,6,6,7,1,4,6,4,7,6,5,5,1,3,1,4,5,5,2,4,4,1,5,1,5,6,4,4,5,6,1,3,4,6,4,4,5,5,5,2,5,5,1,2,2,2,2,2,5,1,1,5,1,8,5,2,"Dental hygienist",4,7,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4e696981-dcbc-9d8a-3235-5e42398c986c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,417,"anonymous",NA,5,2.16024689946929,0.5,"use"
"127",129,"2021-10-11 07:45:43","2021-10-11 07:54:20",0,"107.77.236.198",100,517,1,"2021-10-11 07:54:21","R_241qu9zgcx6FxF3",NA,NA,NA,NA,33.7485046386719,-84.3871002197266,"anonymous","EN",4,3,6,3,3,4,3,3,2,3,3,3,6,7,6,7,6,5,7,5,6,7,5,5,6,6,6,5,6,5,6,5,5,4,4,4,3,4,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,3,3,3,3,6,9,2,2,"Host",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1f582cbe-3034-cb2d-030a-1b73202f5552","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,517,"anonymous",NA,7,0.816496580927726,0.5,"use"
"128",130,"2021-10-11 07:47:46","2021-10-11 07:54:25",0,"172.58.144.21",100,398,1,"2021-10-11 07:54:25","R_3fd63KKnqs7bY9G",NA,NA,NA,NA,36.1670989990234,-86.7861022949219,"anonymous","EN",4,5,3,4,3,5,3,5,4,5,3,5,7,7,7,7,7,4,7,7,7,7,7,7,3,4,4,4,4,6,6,4,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,5,5,5,5,3,2,2,2,1,1,11,4,3,"Management ",1,3,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"77731f77-3ca5-e6d7-28c3-28589ba75c9b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,398,"anonymous",NA,14,0,0.957427107756338,"Flagged"
"129",131,"2021-10-11 07:45:24","2021-10-11 07:54:35",0,"76.238.251.20",100,550,1,"2021-10-11 07:54:35","R_2aFhMBa4z7EmXHs",NA,NA,NA,NA,30.00390625,-90.1229019165039,"anonymous","EN",4,3,6,3,1,5,4,5,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,6,6,4,6,5,5,5,5,6,5,6,5,6,5,6,5,6,4,3,4,3,3,5,5,4,5,4,5,4,5,5,4,5,1,6,3,3,"ceo",1,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"602e4085-a7eb-a600-7531-7705e9fec368","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,550,"anonymous",NA,4,0,1.4142135623731,"Flagged"
"130",132,"2021-10-11 07:48:56","2021-10-11 07:54:36",0,"71.217.92.152",100,339,1,"2021-10-11 07:54:36","R_2VQNKA5UcuhXb7n",NA,NA,NA,NA,35.5830993652344,-78.7881011962891,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,3,3,5,5,5,4,5,4,4,5,7,6,5,4,5,2,3,5,5,4,5,3,4,3,3,4,5,5,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,5,1,2,"English teacher",4,2,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"a7f11bd4-a2f3-c955-aa60-2cda263cda38","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,339,"anonymous",NA,11,0.816496580927726,NA,"use"
"131",133,"2021-10-11 07:49:34","2021-10-11 07:54:42",0,"67.163.201.118",100,307,1,"2021-10-11 07:54:42","R_sLG0fgrGtK7HmXT",NA,NA,NA,NA,40.4064025878906,-79.9856033325195,"anonymous","EN",4,4,2,3,4,5,5,5,5,5,4,4,4,7,7,6,7,1,5,6,5,6,6,6,6,5,5,5,5,5,6,4,1,4,1,6,1,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,3,2,2,2,1,1,4,4,1,4,5,2,1,"Tutor",1,2,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1de91534-7f04-c019-b280-22c244527ed9","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,307,"anonymous",NA,6,1.73205080756888,0,"Flagged"
"132",134,"2021-10-11 07:46:04","2021-10-11 07:54:46",0,"75.27.238.64",100,521,1,"2021-10-11 07:54:46","R_3HS3R2qbyw4bhNg",NA,NA,NA,NA,33.8894958496094,-84.2920989990234,"anonymous","EN",4,3,2,2,2,4,5,5,4,3,4,4,4,6,5,4,5,3,5,4,5,7,6,6,6,2,5,2,2,5,4,2,1,4,3,2,4,4,4,4,4,5,6,6,6,6,6,5,6,5,5,5,2,5,3,5,NA,NA,NA,NA,NA,1,1,1,1,1,16,6,1,"QA Manager",2,5,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"417d448c-df16-adf4-2638-73564317a660","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,521,"anonymous",NA,5,0,0.957427107756338,"Flagged"
"133",135,"2021-10-11 07:50:38","2021-10-11 07:54:47",0,"174.253.160.215",100,249,1,"2021-10-11 07:54:48","R_2Tn7Gr7nwhQbb4h",NA,NA,NA,NA,28.6343994140625,-81.6221008300781,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,7,7,7,7,6,6,7,7,7,7,6,7,7,6,6,5,1,3,3,4,6,4,5,4,3,6,5,6,6,6,6,6,6,5,5,5,5,3,5,4,2,5,5,5,5,2,1,1,1,1,1,10,2,2,"Human resources director",2,6,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"8b8ae3f5-c4d1-4444-d141-d4a13295a518","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,249,"anonymous",NA,6,0.816496580927726,NA,"Flagged"
"134",136,"2021-10-11 07:48:18","2021-10-11 07:54:55",0,"172.58.235.24",100,396,1,"2021-10-11 07:54:56","R_3NFg07G4bTy8ebl",NA,NA,NA,NA,40.7640991210938,-74.165397644043,"anonymous","EN",4,5,1,5,2,5,4,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,1,5,6,2,6,4,6,6,6,6,1,5,6,6,6,6,1,6,5,5,5,5,5,5,4,5,5,5,3,3,1,1,1,1,1,11,3,5,"Director ",1,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b8718be7-34f5-4f1c-2a53-bc5a3f00500b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,396,"anonymous",NA,6,1,0.5,"use"
"135",137,"2021-10-11 07:46:12","2021-10-11 07:54:57",0,"72.231.174.134",100,525,1,"2021-10-11 07:54:58","R_1FywuNL2yjNDSOC",NA,NA,NA,NA,42.6822052001953,-74.4889984130859,"anonymous","EN",4,2,1,2,1,1,2,3,3,1,2,3,3,4,3,4,3,1,2,1,4,2,3,6,1,1,3,3,1,5,3,5,3,2,1,5,5,2,5,3,2,2,1,1,3,1,1,3,2,5,4,5,3,5,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,16,4,2,"Janitor ",4,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"8c0e407f-3193-a9fe-55cb-77250d917193","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,525,"anonymous",NA,4,1.5,0.957427107756338,"use"
"136",138,"2021-10-11 07:47:11","2021-10-11 07:54:58",0,"174.212.212.67",100,466,1,"2021-10-11 07:54:58","R_1gLSN4fIV2YPFxm",NA,NA,NA,NA,39.7388000488281,-104.986801147461,"anonymous","EN",4,3,6,3,3,4,4,4,3,3,3,4,4,5,5,4,4,2,3,6,6,4,4,5,4,3,4,2,6,3,5,4,1,4,2,3,2,5,5,4,5,4,4,5,5,5,5,5,6,5,5,5,2,5,5,2,5,5,5,3,2,4,4,4,4,1,14,2,2,"Associate",4,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"32c589f9-537c-7a7e-9e4d-beeec1705314","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,466,"anonymous",NA,5,1.4142135623731,0.577350269189626,"use"
"137",139,"2021-10-11 07:50:14","2021-10-11 07:54:58",0,"128.151.71.11",100,284,1,"2021-10-11 07:54:58","R_3kG1D3nZAdfwhBV",NA,NA,NA,NA,43.1502990722656,-77.5880966186523,"anonymous","EN",4,4,6,4,2,4,4,5,4,4,3,5,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,5,5,5,3,5,3,4,5,5,3,5,5,5,4,4,6,5,4,4,4,4,5,4,5,5,2,4,2,2,NA,NA,NA,NA,NA,1,1,1,1,1,8,3,2,"LMS Admin",4,6,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"945497f2-fa40-35a7-0f46-a07f619e9a1e","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,284,"anonymous",NA,6,1,0.5,"Flagged"
"138",140,"2021-10-11 07:50:37","2021-10-11 07:54:59",0,"75.45.200.29",100,261,1,"2021-10-11 07:54:59","R_stavBLSKAOESw5H",NA,NA,NA,NA,34.6961975097656,-83.1557998657227,"anonymous","EN",4,5,7,4,3,5,3,3,2,4,2,3,7,7,7,7,7,7,7,7,7,7,7,4,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,1,5,5,1,5,5,5,5,5,4,3,4,5,1,2,2,3,"Lead carpenter ",2,2,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ef143000-ed7f-95cd-4fb4-073f92a8a9ed","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,261,"anonymous",NA,11,NA,0.816496580927726,"Flagged"
"139",141,"2021-10-11 07:48:23","2021-10-11 07:54:59",0,"174.17.36.167",100,396,1,"2021-10-11 07:55:00","R_1Oleu7xFOZn7Be6",NA,NA,NA,NA,33.3825073242188,-111.875,"anonymous","EN",4,4,6,3,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,5,5,3,NA,NA,NA,NA,NA,3,3,2,3,8,5,1,1,"Homemaker ",1,7,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1ff363d7-4c11-a8b9-a863-54d805f60c3a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,396,"anonymous",NA,16,0,0.577350269189626,"Flagged"
"140",142,"2021-10-11 07:50:43","2021-10-11 07:55:00",0,"107.184.197.132",100,257,1,"2021-10-11 07:55:00","R_phNm1dA3KTr4F8J",NA,NA,NA,NA,34.2528991699219,-118.417999267578,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,4,4,4,5,5,3,4,4,5,5,5,4,5,3,2,3,3,4,5,2,2,2,2,1,1,1,1,1,1,1,1,3,3,2,3,7,1,2,2,"Preference no answer",4,2,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f419df71-48ef-022e-42c5-e83247becf9a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,257,"anonymous",NA,11,0.577350269189626,0,"Flagged"
"141",143,"2021-10-11 07:49:04","2021-10-11 07:55:04",0,"97.115.119.98",100,360,1,"2021-10-11 07:55:05","R_puuQqSgkxpjf2U1",NA,NA,NA,NA,45.5644989013672,-122.64469909668,"anonymous","EN",4,3,6,3,1,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,1,1,5,6,6,3,1,4,6,2,2,4,3,1,3,1,2,5,5,5,4,4,4,2,2,2,2,2,2,5,5,5,5,2,9,2,2,"Server or bartender",4,5,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"17b05b5f-ee90-b0b6-ebeb-6c9b82806eb3","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,360,"anonymous",NA,6,2.08166599946613,1,"use"
"142",144,"2021-10-11 07:52:11","2021-10-11 07:55:07",0,"107.72.178.189",100,175,1,"2021-10-11 07:55:07","R_doIGwAC4PvhnR9T",NA,NA,NA,NA,28.6343994140625,-81.6221008300781,"anonymous","EN",4,4,6,3,2,3,4,2,3,5,3,1,2,2,7,7,7,7,7,7,5,4,3,5,2,4,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,4,3,2,3,4,2,4,4,2,3,4,1,11,1,1,"Technology ",1,2,1,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b052cbbf-6029-b298-0a0b-fc79db5b1b53","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,175,"anonymous",NA,6,NA,1.29099444873581,"Flagged"
"143",145,"2021-10-11 07:48:52","2021-10-11 07:55:07",0,"73.72.197.49",100,375,1,"2021-10-11 07:55:08","R_247YFwraCfPYU4g",NA,NA,NA,NA,41.6963043212891,-87.657600402832,"anonymous","EN",4,2,6,4,2,3,3,3,3,4,3,3,4,6,5,6,5,4,5,5,4,6,5,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,1,4,2,2,2,1,2,2,3,1,1,4,3,4,"Chief information officer ",1,2,6,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1f99236f-7fe5-ee7f-c2db-14b2032b1f83","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,375,"anonymous",NA,4,NA,0.5,"use"
"144",146,"2021-10-11 07:50:13","2021-10-11 07:55:17",0,"107.140.88.47",100,303,1,"2021-10-11 07:55:18","R_2Y9VuJWPSo6Qlc5",NA,NA,NA,NA,33.8950958251953,-118.291000366211,"anonymous","EN",4,5,7,5,5,5,5,5,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,6,6,3,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,1,5,3,4,1,1,1,1,1,1,2,1,2,5,"Prefer not to answer",4,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7818ed1f-a7fd-307c-43ab-da3397ace0f2","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,303,"anonymous",NA,15,2.5,1,"Flagged"
"145",147,"2021-10-11 07:45:25","2021-10-11 07:55:17",0,"70.174.114.132",100,592,1,"2021-10-11 07:55:18","R_2qqrh6gSwg8iine",NA,NA,NA,NA,37.1100006103516,-76.5114974975586,"anonymous","EN",4,5,3,4,4,5,1,2,2,2,1,2,6,7,6,6,6,6,6,6,6,7,6,6,6,5,7,6,7,5,5,5,4,4,5,3,3,5,5,5,4,4,5,1,3,6,3,4,2,5,5,4,4,5,2,2,2,2,2,2,1,5,3,3,5,6,15,6,2,"electronics tech",4,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5d832321-3656-c5e1-d895-14a8115771cc","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,592,"anonymous",NA,7,1,0.5,"use"
"146",148,"2021-10-11 07:46:13","2021-10-11 07:55:20",0,"147.219.195.25",100,547,1,"2021-10-11 07:55:21","R_2XnFS20Y5xTKnwo",NA,NA,NA,NA,43.7745971679688,-88.4375991821289,"anonymous","EN",4,3,2,1,2,3,1,1,3,2,2,2,1,3,1,1,2,1,1,1,1,2,1,2,1,1,4,1,6,4,1,1,1,1,1,5,6,4,2,1,1,3,1,1,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,4,3,4,4,7,13,2,2,"Tech 1",4,7,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"537eb414-294b-5a5b-25a0-83559041a9ff","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,547,"anonymous",NA,5,2.21735578260835,0.957427107756338,"use"
"147",149,"2021-10-11 07:50:32","2021-10-11 07:55:21",0,"107.115.203.88",100,289,1,"2021-10-11 07:55:22","R_2YR0Q8KOKjX3Tci",NA,NA,NA,NA,39.8522033691406,-89.6475982666016,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,1,2,3,6,6,4,4,4,3,4,1,3,3,4,1,1,1,1,6,5,2,4,1,4,3,1,1,1,1,1,5,3,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,7,3,5,"Project Manager",2,6,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"8a9b3003-2391-9650-c0b7-07b035cb67ee","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,289,"anonymous",NA,9,1.82574185835055,NA,"Flagged"
"148",150,"2021-10-11 07:51:35","2021-10-11 07:55:22",0,"98.223.187.77",100,226,1,"2021-10-11 07:55:22","R_2dAQLj7RelXUYXc",NA,NA,NA,NA,39.8367004394531,-88.9428024291992,"anonymous","EN",4,4,3,4,2,4,4,4,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,2,4,3,3,3,1,16,6,2,"Logostics",4,3,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d83cc356-9869-4ff3-67e2-f4170de4fcba","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,226,"anonymous",NA,17,NA,1,"Flagged"
"149",151,"2021-10-11 07:45:45","2021-10-11 07:55:26",0,"75.134.52.186",100,580,1,"2021-10-11 07:55:27","R_zZo0BW00N0uu2tP",NA,NA,NA,NA,39.7037963867188,-91.3841018676758,"anonymous","EN",4,4,6,3,3,3,2,2,3,3,3,2,5,6,5,4,5,6,4,5,6,6,6,7,5,5,7,6,7,4,5,4,2,3,2,5,5,4,4,3,3,3,4,2,3,5,3,5,5,5,5,5,2,5,5,5,NA,NA,NA,NA,NA,3,4,3,3,1,8,3,2,"Rnfa",4,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"0015cd70-5b1d-28aa-4ec4-fa3e561b3b9c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,580,"anonymous",NA,5,0.816496580927726,0.577350269189626,"use"
"150",152,"2021-10-11 07:49:25","2021-10-11 07:55:33",0,"74.105.213.113",100,368,1,"2021-10-11 07:55:34","R_7VCDEEz311oVWSt",NA,NA,NA,NA,40.8520050048828,-74.2842025756836,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,5,6,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,4,5,4,4,4,3,1,5,3,2,2,2,1,1,1,1,1,4,3,5,"Management ",1,6,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1137bc00-fd1f-6829-6cb4-8b1c744895ec","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,368,"anonymous",NA,9,0.5,NA,"use"
"151",153,"2021-10-11 07:47:35","2021-10-11 07:55:35",0,"155.186.26.192",100,480,1,"2021-10-11 07:55:35","R_28U2VYwOh3j0UkV",NA,NA,NA,NA,38.7310028076172,-90.1097030639648,"anonymous","EN",4,4,6,4,4,4,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,5,5,5,2,4,5,5,4,3,4,4,4,4,4,3,5,5,5,5,5,3,1,5,5,5,4,2,4,4,4,4,1,6,6,1,"Branch Manager ",3,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9cfd88eb-7a0a-722d-a65f-bfd6d83d1a06","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,480,"anonymous",NA,5,1.4142135623731,0.5,"use"
"152",154,"2021-10-11 07:49:07","2021-10-11 07:55:38",0,"216.24.67.3",100,390,1,"2021-10-11 07:55:38","R_vVmUWAu9YX914vT",NA,NA,NA,NA,39.1578063964844,-77.9772033691406,"anonymous","EN",4,4,6,4,2,4,4,4,2,4,4,4,7,7,7,6,7,4,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,2,2,2,2,1,1,1,2,"boss",1,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ff2d8440-8167-57a7-76f4-b30694aee5ac","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,390,"anonymous",NA,12,1.5,1,"use"
"153",155,"2021-10-11 07:50:48","2021-10-11 07:55:41",0,"172.58.206.189",100,292,1,"2021-10-11 07:55:42","R_1k0abRWzhmdz5tn",NA,NA,NA,NA,40.0355987548828,-75.1763000488281,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,3,3,2,4,1,6,7,5,5,4,3,4,5,6,2,3,4,2,1,4,2,4,5,4,4,5,6,5,5,5,6,6,3,6,5,5,5,2,5,5,2,5,5,5,4,2,4,2,2,3,1,8,1,2,"Assistant ",3,3,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"502060a6-b669-c843-7b12-570b353db74b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,292,"anonymous",NA,3,0.5,NA,"Flagged"
"154",156,"2021-10-11 07:51:24","2021-10-11 07:55:42",0,"174.24.160.48",100,257,1,"2021-10-11 07:55:42","R_1Ejv1tfW89dmaI0",NA,NA,NA,NA,35.3144073486328,-78.6174011230469,"anonymous","EN",4,4,7,5,2,5,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,6,6,6,4,2,6,5,6,6,6,6,6,6,5,6,6,5,5,5,5,5,5,5,3,3,4,4,2,3,2,4,4,1,8,14,3,1,"REFERRAL MARKETER",1,6,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"36ec6109-6bf6-e6b0-b7bd-56c7f7920be4","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,257,"anonymous",NA,7,1.89296944860009,0.577350269189626,"Flagged"
